Time (s),Shear Stress (kPa),Vertical Effective Stress (kPa),Shear Strain (%),Vertical Strain (%)
518.508,-27.5,80.2,-2.309,0.008
518.608,-26.4,80.2,-2.268,0.003
518.708,-25.1,80.3,-2.219,0.003
518.807,-23.8,80.4,-2.168,0.003
518.907,-22.3,80.5,-2.108,0.005
519.007,-20.8,80.5,-2.04,0.003
519.107,-19.1,80.7,-1.963,0.003
519.206,-17.5,80.7,-1.884,0.003
519.306,-15.7,80.7,-1.79,0.003
519.406,-13.8,80.8,-1.69,0.003
519.505,-11.9,80.7,-1.576,0.005
519.605,-9.8,80.6,-1.454,0.003
519.705,-7.8,80.3,-1.32,0.005
519.804,-5.9,79.8,-1.176,0.003
519.904,-3.8,79.1,-1.014,0.005
520.004,-1.8,78.4,-0.836,0.005
520.103,-0.4,77.5,-0.627,0.005
520.203,2.5,78,-0.39,0.006
520.303,4.6,78.5,-0.217,0.006
520.402,6.7,78.7,-0.055,0.006
520.502,8.6,79,0.102,0.006
520.602,10.6,79,0.265,0.008
520.701,12.5,79,0.428,0.006
520.801,14.4,78.9,0.599,0.005
520.901,16.2,78.8,0.786,0.005
521,18.1,79.5,0.968,0.005
521.1,19.8,80.1,1.128,0.003
521.2,21.5,80.8,1.272,0.005
521.299,23,81.4,1.399,0.002
521.399,24.5,82.1,1.521,0
521.499,25.9,82.6,1.628,-0.002
521.598,27.1,83.2,1.728,0
521.698,28.3,83.7,1.815,-0.005
521.798,29.3,84.1,1.894,-0.006
521.897,30.2,84.4,1.966,-0.006
521.997,30.9,84.7,2.031,-0.009
522.097,31.7,85,2.083,-0.009
522.196,32.2,85.2,2.125,-0.009
522.296,32.6,85.3,2.157,-0.011
522.396,33,85.4,2.186,-0.011
522.495,33,85.4,2.205,-0.012
522.595,33.1,85.6,2.217,-0.008
522.695,33,85.5,2.223,-0.011
522.794,32.7,85.4,2.225,-0.011
522.894,32.4,85.4,2.225,-0.011
522.994,31.9,85.3,2.222,-0.011
523.094,31.2,85.2,2.214,-0.011
523.193,30.5,85,2.2,-0.012
523.293,29.6,84.9,2.185,-0.012
523.393,28.8,84.6,2.16,-0.012
523.492,27.8,84.3,2.13,-0.012
523.592,26.5,84.1,2.095,-0.008
523.692,25.3,83.5,2.05,-0.011
523.791,23.9,83.1,2.001,-0.011
523.891,22.3,82.4,1.945,-0.011
523.991,20.9,82,1.881,-0.009
524.09,19.3,81.3,1.815,-0.008
524.19,17.4,80.9,1.742,-0.006
524.29,15.6,80.3,1.66,-0.005
524.389,13.8,79.5,1.572,-0.005
524.489,11.8,78.9,1.482,-0.003
524.589,9.9,78.2,1.378,0.002
524.688,7.9,77.4,1.272,-0.002
524.788,5.9,76.7,1.154,0
524.888,3.8,76,1.032,0
524.987,1.7,75.3,0.904,0.002
525.087,-0.4,74.6,0.768,0.005
525.187,-2.5,74.1,0.625,0.005
525.286,-4.4,73.5,0.48,0.005
525.386,-6.5,73.2,0.321,0.006
525.486,-8.1,73.8,0.109,0.006
525.585,-10.4,73.4,-0.102,0.008
525.685,-12.3,73.4,-0.283,0.008
525.785,-14.2,73.6,-0.463,0.006
525.884,-16.1,73.9,-0.647,0.006
525.984,-17.9,74.1,-0.836,0.006
526.084,-19.6,74.2,-1.006,0.008
526.183,-21.3,74.1,-1.162,0.008
526.283,-22.9,74.2,-1.309,0.008
526.383,-24.3,74.2,-1.457,0.006
526.482,-25.6,74.6,-1.596,0.008
526.582,-26.9,75.4,-1.735,0.006
526.682,-28,76.4,-1.876,0.009
526.781,-29.2,77,-2.001,0.006
526.881,-30.2,77.4,-2.105,0.006
526.981,-30.9,77.6,-2.185,0.005
527.08,-31.8,77.7,-2.252,0.005
527.18,-32.2,77.8,-2.303,0.005
527.28,-32.7,78,-2.35,0.003
527.38,-32.9,78.1,-2.382,0.005
527.479,-33.1,78,-2.408,0.003
527.579,-33.2,78.2,-2.423,0.003
527.679,-33,78.3,-2.433,0.008
527.778,-32.8,78.4,-2.434,0.003
527.878,-32.5,78.4,-2.434,0.003
527.978,-32,78.5,-2.43,0.002
528.077,-31.3,78.6,-2.423,0.002
528.177,-30.6,78.6,-2.413,0.003
528.277,-29.7,78.8,-2.393,0.003
528.376,-28.8,78.8,-2.371,0.003
528.476,-27.9,78.9,-2.339,0.003
528.576,-26.7,79.1,-2.3,0.003
528.675,-25.4,79.2,-2.257,0.009
528.775,-24.3,79.2,-2.206,0.002
528.875,-22.8,79.3,-2.15,0.002
528.974,-21.3,79.4,-2.086,0.002
529.074,-19.7,79.5,-2.011,0.003
529.174,-18,79.6,-1.928,0.003
529.273,-16.1,79.6,-1.839,0.003
529.373,-14.5,79.7,-1.74,0.003
529.473,-12.5,79.6,-1.63,0.003
529.572,-10.6,79.4,-1.511,0.003
529.672,-8.5,79.2,-1.381,0.011
529.772,-6.6,78.8,-1.238,0.003
529.871,-4.5,78.2,-1.081,0.005
529.971,-2.5,77.4,-0.907,0.005
530.071,-0.8,76.6,-0.714,0.005
530.17,1.7,76.5,-0.46,0.005
530.27,4,76.9,-0.281,0.005
530.37,6,77.2,-0.116,0.005
530.469,8,77.5,0.046,0.005
530.569,10,77.8,0.206,0.003
530.669,12.1,77.9,0.37,0.006
530.768,13.8,77.6,0.538,0.005
530.868,15.6,77.6,0.723,0.005
530.968,17.5,77.8,0.908,0.003
531.067,19.2,78.7,1.081,0.005
531.167,20.9,79.4,1.232,0.003
531.267,22.6,80.1,1.367,0.003
531.367,24.1,80.7,1.495,0.002
531.466,25.4,81.3,1.61,0
531.566,26.7,81.8,1.712,-0.002
531.666,28,82.4,1.801,-0.005
531.765,29.1,82.7,1.888,-0.005
531.865,29.9,83.1,1.96,-0.006
531.965,30.8,83.4,2.026,-0.006
532.064,31.5,83.7,2.079,-0.008
532.164,31.9,83.9,2.127,-0.009
532.264,32.5,84.1,2.164,-0.011
532.363,32.8,84.2,2.196,-0.011
532.463,33,84.3,2.22,-0.011
532.563,33,84.3,2.232,-0.011
532.662,33,84.3,2.24,-0.011
532.762,32.7,84.3,2.245,-0.009
532.862,32.5,84.2,2.245,-0.012
532.961,32,84.2,2.242,-0.011
533.061,31.5,84,2.234,-0.012
533.161,30.8,84,2.223,-0.012
533.26,29.9,83.6,2.206,-0.011
533.36,29.1,83.6,2.186,-0.012
533.46,28.1,83.3,2.159,-0.014
533.559,27,82.8,2.127,-0.011
533.659,25.7,82.6,2.086,-0.012
533.759,24.4,82.1,2.035,-0.005
533.858,22.9,81.5,1.983,-0.011
533.958,21.4,81.1,1.92,-0.009
534.058,19.8,80.5,1.855,-0.009
534.157,18,80,1.781,-0.008
534.257,16.2,79.3,1.702,-0.006
534.357,14.4,78.7,1.619,-0.006
534.456,12.5,78,1.527,-0.003
534.556,10.6,77.3,1.427,-0.002
534.656,8.6,76.5,1.323,0
534.755,6.4,75.8,1.209,0.006
534.855,4.5,75,1.087,0.002
534.955,2.4,74.3,0.96,0.003
535.054,0.4,73.7,0.823,0.003
535.154,-1.8,72.9,0.683,0.003
535.254,-3.8,72.4,0.535,0.006
535.353,-5.7,72.1,0.381,0.003
535.453,-7.3,72.5,0.196,0.006
535.553,-9.8,72.1,-0.043,0.006
535.653,-11.8,72.1,-0.225,0.006
535.752,-13.7,72.3,-0.407,0.011
535.852,-15.4,72.6,-0.595,0.008
535.952,-17.3,72.8,-0.778,0.008
536.051,-19.1,72.9,-0.957,0.008
536.151,-20.8,72.9,-1.119,0.008
536.251,-22.3,72.9,-1.272,0.008
536.35,-23.9,73,-1.419,0.008
536.45,-25.2,73.3,-1.561,0.008
536.55,-26.5,74.1,-1.706,0.006
536.649,-27.6,75.1,-1.85,0.006
536.749,-28.8,75.8,-1.982,0.008
536.849,-29.9,76.2,-2.095,0.008
536.948,-30.7,76.4,-2.18,0.008
537.048,-31.5,76.5,-2.254,0.005
537.148,-32,76.7,-2.31,0.006
537.247,-32.6,76.9,-2.359,0.005
537.347,-32.9,77,-2.394,0.005
537.447,-33.2,77.1,-2.422,0.003
537.546,-33.2,77.3,-2.44,0.003
537.646,-33.1,77.2,-2.454,0.003
537.746,-32.9,77.5,-2.457,0.003
537.845,-32.8,77.5,-2.459,0.005
537.945,-32,77.5,-2.456,0.005
538.045,-31.7,77.5,-2.453,0.002
538.144,-30.8,77.7,-2.44,0.003
538.244,-30.1,77.7,-2.427,0.003
538.344,-29.1,77.8,-2.404,0.003
538.443,-28.2,78,-2.375,0.003
538.543,-27.1,78,-2.341,0.003
538.643,-25.9,78.1,-2.298,0.003
538.742,-24.7,78.3,-2.246,0.003
538.842,-23.3,78.3,-2.191,0.006
538.942,-21.8,78.4,-2.13,0.003
539.041,-20.2,78.5,-2.06,0.002
539.141,-18.5,78.6,-1.979,0.003
539.241,-16.9,78.6,-1.891,0.003
539.34,-14.9,78.6,-1.795,0.003
539.44,-13.1,78.6,-1.691,0.003
539.54,-11.1,78.5,-1.573,0.003
539.64,-9.2,78.2,-1.448,0.003
539.739,-7.2,77.9,-1.304,0.003
539.839,-5.2,77.3,-1.154,0.011
539.939,-3.2,76.6,-0.988,0.005
540.038,-1.3,75.8,-0.806,0.005
540.138,0.8,75.2,-0.553,0.005
540.238,3.3,75.6,-0.347,0.006
540.337,5.3,75.9,-0.18,0.006
540.437,7.3,76.2,-0.017,0.008
540.537,9.4,76.6,0.148,0.006
540.636,11.3,76.7,0.307,0.006
540.736,13.2,76.7,0.476,0.005
540.836,15,76.6,0.65,0.011
540.935,16.7,76.5,0.846,0.006
541.035,18.7,77.1,1.027,0.005
541.135,20.3,78,1.187,0.005
541.234,22.1,78.7,1.333,0.003
541.334,23.6,79.4,1.465,0.002
541.434,25,80,1.586,0.002
541.533,26.3,80.6,1.691,0
541.633,27.6,81.1,1.789,-0.002
541.733,28.6,81.5,1.876,-0.003
541.832,29.6,82,1.953,-0.002
541.932,30.4,82.3,2.02,-0.006
542.032,31.3,82.6,2.083,-0.008
542.131,31.9,82.9,2.131,-0.008
542.231,32.5,83.1,2.173,-0.009
542.331,32.7,83.1,2.203,-0.009
542.43,33,83.3,2.229,-0.009
542.53,33.1,83.4,2.246,-0.011
542.63,33,83.4,2.257,-0.011
542.729,32.9,83.3,2.261,-0.011
542.829,32.6,83.3,2.261,-0.011
542.929,32.2,83.2,2.26,-0.011
543.028,31.7,83.1,2.257,-0.012
543.128,31,83,2.249,-0.014
543.228,30.2,82.7,2.232,-0.015
543.327,29.4,82.5,2.216,-0.014
543.427,28.4,82.3,2.19,-0.014
543.527,27.3,82.1,2.159,-0.012
543.626,26.2,81.6,2.119,-0.014
543.726,24.8,81.2,2.073,-0.012
543.826,23.4,80.7,2.02,-0.012
543.926,21.8,80.3,1.963,-0.011
544.025,20.3,79.7,1.897,-0.011
544.125,18.6,79.1,1.826,-0.006
544.225,16.8,78.5,1.749,-0.006
544.324,15,77.7,1.667,-0.005
544.424,13.1,77.1,1.575,-0.005
544.524,11.2,76.4,1.48,-0.003
544.623,9.3,75.7,1.378,-0.002
544.723,7.3,75,1.264,-0.002
544.823,5.1,74.2,1.141,0
544.922,3.2,73.5,1.018,0.008
545.022,1,72.7,0.881,0.003
545.122,-1.1,72.1,0.742,0.006
545.221,-3,71.5,0.595,0.005
545.321,-5.1,71.1,0.439,0.006
545.421,-6.9,71,0.271,0.008
545.52,-9.1,71.1,0.026,0.008
545.62,-11,71,-0.164,0.006
545.72,-13,71.1,-0.347,0.008
545.819,-14.9,71.5,-0.535,0.008
545.919,-16.7,71.8,-0.726,0.012
546.019,-18.5,71.8,-0.904,0.008
546.118,-20.2,71.9,-1.075,0.006
546.218,-21.8,71.8,-1.231,0.008
546.318,-23.4,71.9,-1.384,0.008
546.417,-24.6,72.1,-1.529,0.008
546.517,-26.1,72.7,-1.674,0.008
546.617,-27.2,73.8,-1.82,0.008
546.716,-28.3,74.6,-1.959,0.006
546.816,-29.5,75,-2.081,0.006
546.916,-30.5,75.3,-2.176,0.012
547.015,-31.1,75.5,-2.249,0.005
547.115,-31.8,75.6,-2.316,0.005
547.215,-32.4,75.8,-2.365,0.005
547.314,-32.7,76,-2.41,0.005
547.414,-33,76,-2.44,0.005
547.514,-33.1,76.1,-2.462,0.005
547.613,-33.2,76.2,-2.475,0.005
547.713,-32.9,76.2,-2.482,0.003
547.813,-32.7,76.4,-2.483,0.005
547.913,-32.3,76.4,-2.482,0.008
548.012,-31.9,76.5,-2.48,0.003
548.112,-31.1,76.5,-2.471,0.003
548.212,-30.3,76.6,-2.454,0.002
548.311,-29.4,76.7,-2.436,0.003
548.411,-28.5,76.8,-2.41,0.002
548.511,-27.4,76.9,-2.375,0.003
548.61,-26.4,77,-2.335,0.003
548.71,-25.1,77.2,-2.287,0.003
548.81,-23.8,77.2,-2.234,0.002
548.909,-22.3,77.3,-2.176,0.003
549.009,-20.8,77.3,-2.107,0.003
549.109,-19,77.4,-2.031,0.003
549.208,-17.4,77.5,-1.945,0.003
549.308,-15.5,77.5,-1.852,0.003
549.408,-13.7,77.5,-1.748,0.002
549.507,-11.8,77.5,-1.631,0.003
549.607,-9.9,77.2,-1.512,0.003
549.707,-7.8,76.9,-1.373,0.005
549.806,-5.9,76.5,-1.226,0.003
549.906,-3.7,75.8,-1.061,0.005
550.006,-1.8,75,-0.882,0.008
550.105,-0.4,73.9,-0.665,0.005
550.205,2.5,74.4,-0.42,0.006
550.305,4.7,74.7,-0.245,0.006
550.404,6.8,75,-0.078,0.008
550.504,8.8,75.4,0.087,0.006
550.604,10.7,75.6,0.249,0.008
550.703,12.7,75.7,0.417,0.006
550.803,14.4,75.5,0.587,0.006
550.903,16.2,75.5,0.775,0.005
551.002,18,75.7,0.969,0.011
551.102,19.9,76.5,1.142,0.006
551.202,21.5,77.2,1.294,0.003
551.301,23.1,78.1,1.431,0.003
551.401,24.5,78.6,1.557,0.002
551.501,25.9,79.3,1.67,-0.002
551.6,27.1,79.8,1.771,-0.002
551.7,28.2,80.4,1.865,-0.003
551.8,29.4,80.7,1.946,-0.005
551.899,30.2,81.1,2.02,-0.005
551.999,31,81.4,2.079,-0.002
552.099,31.7,81.7,2.134,-0.006
552.199,32.3,81.9,2.18,-0.008
552.298,32.7,82,2.217,-0.011
552.398,32.9,82.2,2.242,-0.009
552.498,33,82.3,2.266,-0.011
552.597,33,82.4,2.278,-0.011
552.697,32.9,82.3,2.283,-0.011
552.797,32.7,82.3,2.284,-0.011
552.896,32.3,82.2,2.284,-0.011
552.996,31.9,82.3,2.281,-0.006
553.096,31.3,81.9,2.274,-0.011
553.195,30.6,81.8,2.26,-0.011
553.295,29.7,81.7,2.24,-0.011
553.395,28.6,81.3,2.216,-0.011
553.494,27.7,81.1,2.19,-0.009
553.594,26.6,80.6,2.153,-0.011
553.694,25.3,80.3,2.11,-0.011
553.793,23.9,79.9,2.058,-0.011
553.893,22.3,79.3,2,-0.009
553.993,20.9,78.8,1.94,-0.005
554.092,19.1,78.1,1.87,-0.006
554.192,17.4,77.6,1.798,-0.006
554.292,15.6,76.9,1.716,-0.005
554.391,13.7,76.3,1.624,-0.003
554.491,11.7,75.5,1.532,-0.003
554.591,10,74.7,1.43,-0.002
554.69,7.8,74,1.318,0
554.79,5.9,73.3,1.202,0.002
554.89,3.7,72.5,1.073,0.003
554.989,1.7,71.9,0.939,0.005
555.089,-0.4,71,0.798,0.006
555.189,-2.5,70.5,0.654,0.005
555.288,-4.4,70,0.498,0.006
555.388,-6.4,69.7,0.335,0.006
555.488,-8.2,70.1,0.106,0.008
555.587,-10.4,69.9,-0.106,0.008
555.687,-12.3,69.9,-0.291,0.008
555.787,-14.2,70.2,-0.479,0.009
555.886,-16,70.5,-0.665,0.008
555.986,-17.8,70.9,-0.855,0.008
556.086,-19.6,70.8,-1.029,0.011
556.186,-21.4,70.6,-1.191,0.009
556.285,-22.8,70.8,-1.346,0.008
556.385,-24.2,70.9,-1.492,0.009
556.485,-25.6,71.5,-1.642,0.008
556.584,-26.8,72.5,-1.797,0.008
556.684,-28.1,73.5,-1.943,0.008
556.784,-29.2,73.9,-2.066,0.008
556.883,-30.2,74.2,-2.167,0.006
556.983,-31,74.3,-2.249,0.005
557.083,-31.6,74.5,-2.315,0.011
557.182,-32.3,74.6,-2.371,0.005
557.282,-32.6,74.7,-2.419,0.005
557.382,-33,74.8,-2.451,0.006
557.481,-33,75,-2.475,0.003
557.581,-33.2,75.1,-2.495,0.005
557.681,-33.1,75,-2.503,0.003
557.78,-32.9,75.2,-2.505,0.003
557.88,-32.6,75.2,-2.508,0.003
557.98,-31.9,75.3,-2.503,0.003
558.079,-31.3,75.3,-2.495,0.009
558.179,-30.5,75.4,-2.485,0.003
558.279,-29.7,75.6,-2.466,0.003
558.378,-28.8,75.7,-2.442,0.003
558.478,-27.8,75.8,-2.41,0.005
558.578,-26.7,75.9,-2.375,0.003
558.677,-25.5,75.9,-2.326,0.003
558.777,-24.3,76,-2.275,0.003
558.877,-22.8,76.1,-2.219,0.005
558.976,-21.4,76.2,-2.154,0.003
559.076,-19.7,76.2,-2.081,0.008
559.176,-17.9,76.3,-1.998,0.003
559.275,-16.3,76.3,-1.908,0.005
559.375,-14.3,76.3,-1.809,0.003
559.475,-12.5,76.2,-1.697,0.003
559.574,-10.5,76.1,-1.575,0.003
559.674,-8.5,75.9,-1.442,0.003
559.774,-6.5,75.4,-1.295,0.005
559.873,-4.5,74.8,-1.138,0.005
559.973,-2.5,74,-0.962,0.003
560.073,-0.8,73.1,-0.765,0.006
560.172,1.7,72.9,-0.502,0.006
560.272,3.9,73.1,-0.309,0.008
560.372,6,73.5,-0.141,0.006
560.472,8,73.9,0.026,0.008
560.571,10,74.1,0.19,0.006
560.671,12,74.2,0.358,0.006
560.771,13.8,74.2,0.524,0.005
560.87,15.6,74.1,0.706,0.005
560.97,17.4,74,0.905,0.006
561.07,19.2,74.9,1.095,0.005
561.169,20.9,75.7,1.257,0.006
561.269,22.6,76.4,1.402,0.005
561.369,24.1,77,1.532,0.002
561.468,25.5,77.7,1.651,0
561.568,26.7,78.2,1.757,-0.003
561.668,27.9,78.8,1.855,-0.005
561.767,29,79.3,1.942,-0.006
561.867,29.9,79.8,2.017,-0.008
561.967,30.8,80.1,2.083,-0.008
562.066,31.5,80.3,2.139,-0.009
562.166,32.1,80.5,2.186,-0.006
562.266,32.5,80.6,2.226,-0.009
562.365,32.8,80.9,2.258,-0.011
562.465,33,80.9,2.28,-0.012
562.565,33.1,81,2.297,-0.012
562.664,33,80.9,2.304,-0.012
562.764,32.8,80.8,2.309,-0.011
562.864,32.5,80.9,2.307,-0.012
562.963,32,80.7,2.306,-0.012
563.063,31.5,80.6,2.303,-0.012
563.163,30.7,80.6,2.289,-0.008
563.262,29.9,80.4,2.272,-0.012
563.362,29,80.1,2.251,-0.012
563.462,28.1,80,2.223,-0.012
563.561,26.9,79.5,2.191,-0.011
563.661,25.6,79.1,2.148,-0.011
563.761,24.4,78.8,2.102,-0.011
563.86,23,78.2,2.046,-0.011
563.96,21.4,77.7,1.986,-0.009
564.06,19.6,77.1,1.919,-0.009
564.159,18,76.6,1.846,-0.002
564.259,16.2,75.8,1.766,-0.005
564.359,14.4,75.1,1.68,-0.005
564.459,12.5,74.5,1.587,-0.003
564.558,10.6,73.7,1.486,-0.002
564.658,8.5,72.9,1.378,0
564.758,6.5,72.2,1.261,0.002
564.857,4.4,71.5,1.136,0.003
564.957,2.4,70.6,1.005,0.002
565.057,0.3,69.9,0.862,0.005
565.156,-1.7,69.3,0.717,0.009
565.256,-3.8,68.8,0.564,0.006
565.356,-5.8,68.3,0.401,0.006
565.455,-7.3,68.9,0.199,0.006
565.555,-9.7,68.5,-0.037,0.006
565.655,-11.8,68.6,-0.226,0.006
565.754,-13.7,68.7,-0.413,0.008
565.854,-15.5,69.2,-0.607,0.008
565.954,-17.3,69.4,-0.798,0.006
566.053,-19.1,69.4,-0.98,0.006
566.153,-20.8,69.3,-1.147,0.008
566.253,-22.4,69.3,-1.306,0.008
566.352,-23.8,69.5,-1.462,0.008
566.452,-25.2,69.9,-1.613,0.006
566.552,-26.4,71,-1.764,0.006
566.651,-27.6,71.9,-1.914,0.006
566.751,-28.8,72.5,-2.049,0.006
566.851,-29.8,72.8,-2.156,0.005
566.95,-30.7,73,-2.242,0.005
567.05,-31.4,73.2,-2.316,0.005
567.15,-32,73.4,-2.378,0.003
567.249,-32.6,73.4,-2.428,0.006
567.349,-32.9,73.7,-2.466,0.003
567.449,-33.1,73.7,-2.497,0.003
567.548,-33.2,73.9,-2.512,0.003
567.648,-33.1,73.9,-2.524,0.003
567.748,-32.9,74,-2.529,0.003
567.847,-32.7,74.1,-2.53,0.003
567.947,-32.2,74.1,-2.527,0.003
568.047,-31.5,74.1,-2.523,0.002
568.146,-30.9,74.3,-2.514,0.003
568.246,-30.1,74.3,-2.498,0.006
568.346,-29.1,74.5,-2.475,0.002
568.445,-28.2,74.4,-2.449,0.002
568.545,-27.1,74.6,-2.414,0.003
568.645,-25.9,74.7,-2.37,0.003
568.745,-24.6,74.7,-2.321,0.003
568.844,-23.3,74.9,-2.261,0.003
568.944,-21.7,74.9,-2.2,0.002
569.044,-20.2,75,-2.133,0.002
569.143,-18.5,75,-2.052,0.002
569.243,-16.7,75.1,-1.963,0.008
569.343,-14.9,75,-1.865,0.002
569.442,-13.1,75.1,-1.761,0.003
569.542,-11.1,74.9,-1.641,0.003
569.642,-9.2,74.7,-1.509,0.003
569.741,-7.2,74.4,-1.365,0.003
569.841,-5.1,73.8,-1.209,0.003
569.941,-3.1,73.1,-1.043,0.003
570.04,-1.1,72.1,-0.858,0.005
570.14,0.7,71.4,-0.605,0.005
570.24,3.2,71.8,-0.381,0.011
570.339,5.2,72,-0.203,0.006
570.439,7.3,72.3,-0.032,0.006
570.539,9.4,72.7,0.133,0.006
570.638,11.4,72.9,0.298,0.006
570.738,13.2,73,0.468,0.003
570.838,15,72.8,0.644,0.005
570.937,16.7,72.7,0.841,0.003
571.037,18.5,73.2,1.037,0.005
571.137,20.4,74,1.211,0.005
571.236,22.1,74.9,1.367,0.006
571.336,23.5,75.5,1.503,0.002
571.436,25,76.2,1.628,0.002
571.535,26.3,76.9,1.742,-0.002
571.635,27.6,77.4,1.846,-0.003
571.735,28.5,77.9,1.934,-0.005
571.834,29.7,78.5,2.017,-0.006
571.934,30.5,78.8,2.087,-0.008
572.034,31.3,79.1,2.147,-0.009
572.133,31.9,79.4,2.197,-0.011
572.233,32.3,79.6,2.238,-0.011
572.333,32.7,79.6,2.274,-0.011
572.432,33,79.9,2.3,-0.011
572.532,33,79.8,2.318,-0.012
572.632,33.1,79.9,2.329,-0.011
572.732,32.8,79.9,2.335,-0.012
572.831,32.5,79.8,2.333,-0.012
572.931,32.2,79.8,2.335,-0.014
573.031,31.7,79.7,2.33,-0.012
573.13,31,79.6,2.321,-0.012
573.23,30.2,79.3,2.306,-0.012
573.33,29.4,79.1,2.286,-0.009
573.429,28.4,78.7,2.26,-0.014
573.529,27.4,78.6,2.229,-0.012
573.629,26.1,78.1,2.191,-0.011
573.728,24.8,77.7,2.145,-0.011
573.828,23.4,77.2,2.09,-0.011
573.928,21.9,76.8,2.034,-0.011
574.027,20.2,76.1,1.968,-0.009
574.127,18.5,75.5,1.896,-0.008
574.227,16.8,75,1.821,-0.006
574.326,14.9,74.2,1.731,0
574.426,13.1,73.4,1.644,-0.003
574.526,11.1,72.7,1.546,-0.003
574.625,9.1,71.8,1.436,-0.002
574.725,7.3,71.2,1.326,0
574.825,5.3,70.4,1.202,0
574.924,3.1,69.7,1.072,0.003
575.024,1,69,0.928,0.003
575.124,-1.1,68.2,0.786,0.005
575.223,-3.2,67.7,0.63,0.005
575.323,-5.1,67.3,0.468,0.011
575.423,-6.7,67.5,0.289,0.006
575.522,-9.1,67.3,0.04,0.006
575.622,-11.1,67.4,-0.157,0.006
575.722,-13,67.5,-0.352,0.006
575.821,-14.8,67.9,-0.543,0.006
575.921,-16.7,68.1,-0.739,0.006
576.021,-18.5,68.2,-0.927,0.006
576.12,-20.2,68.1,-1.096,0.006
576.22,-21.8,68.1,-1.26,0.008
576.32,-23.4,68.4,-1.419,0.012
576.419,-24.8,68.5,-1.57,0.008
576.519,-26,69.4,-1.725,0.006
576.619,-27.2,70.6,-1.882,0.006
576.719,-28.4,71.2,-2.024,0.006
576.818,-29.6,71.6,-2.144,0.005
576.918,-30.5,71.8,-2.238,0.005
577.018,-31.1,72.1,-2.318,0.006
577.117,-31.8,72.2,-2.382,0.005
577.217,-32.3,72.3,-2.433,0.005
577.317,-32.7,72.5,-2.477,0.005
577.416,-32.9,72.5,-2.508,0.005
577.516,-33.2,72.7,-2.534,0.003
577.616,-33.1,72.7,-2.546,0.003
577.715,-32.9,72.9,-2.549,0.003
577.815,-32.6,72.9,-2.553,0.002
577.915,-32.3,73,-2.552,0.003
578.014,-31.8,73,-2.549,0.002
578.114,-31.2,73.1,-2.54,0.002
578.214,-30.2,73.3,-2.526,0.002
578.313,-29.3,73.3,-2.508,0.003
578.413,-28.5,73.4,-2.483,0.003
578.513,-27.5,73.5,-2.449,0.002
578.612,-26.4,73.6,-2.41,0.002
578.712,-25.1,73.6,-2.362,0.002
578.812,-23.7,73.7,-2.307,0.002
578.911,-22.3,73.8,-2.248,0.003
579.011,-20.8,73.9,-2.179,0.003
579.111,-19.1,74,-2.102,0.002
579.21,-17.4,73.9,-2.017,0.003
579.31,-15.5,73.9,-1.925,0.003
579.41,-13.7,73.8,-1.823,0.005
579.509,-11.8,73.9,-1.705,0.003
579.609,-9.8,73.7,-1.578,0.003
579.709,-7.9,73.3,-1.439,0.003
579.808,-5.8,72.9,-1.284,0.003
579.908,-3.8,72.2,-1.118,0.005
580.008,-1.8,71.4,-0.94,0.005
580.107,-0.3,70.1,-0.719,0.005
580.207,2.4,70.4,-0.456,0.005
580.307,4.6,70.7,-0.269,0.006
580.406,6.7,71,-0.099,0.012
580.506,8.8,71.3,0.073,0.006
580.606,10.7,71.5,0.242,0.006
580.706,12.6,71.6,0.413,0.006
580.805,14.4,71.4,0.581,0.005
580.905,16.2,71.3,0.771,0.006
581.005,18,71.4,0.972,0.005
581.104,19.7,72.2,1.165,0.005
581.204,21.5,73,1.332,0.003
581.304,23,73.9,1.477,0.002
581.403,24.5,74.5,1.609,0.008
581.503,25.8,75.2,1.725,-0.002
581.603,27.2,75.7,1.835,-0.003
581.702,28.3,76.3,1.931,-0.006
581.802,29.3,76.8,2.017,-0.006
581.902,30.2,77.2,2.09,-0.008
582.001,31.1,77.5,2.156,-0.009
582.101,31.7,77.9,2.209,-0.012
582.201,32.2,78,2.257,-0.011
582.3,32.5,78.2,2.29,-0.012
582.4,33,78.4,2.319,-0.008
582.5,33,78.4,2.339,-0.014
582.599,33.1,78.5,2.355,-0.012
582.699,32.9,78.5,2.362,-0.014
582.799,32.7,78.4,2.362,-0.014
582.898,32.3,78.5,2.362,-0.014
582.998,31.8,78.2,2.359,-0.014
583.098,31.3,78.3,2.353,-0.014
583.197,30.5,78,2.339,-0.014
583.297,29.6,77.9,2.321,-0.014
583.397,28.7,77.6,2.298,-0.011
583.496,27.7,77.2,2.269,-0.014
583.596,26.6,76.9,2.234,-0.014
583.696,25.3,76.4,2.191,-0.014
583.795,23.9,76,2.141,-0.012
583.895,22.4,75.5,2.081,-0.014
583.995,20.8,75,2.02,-0.012
584.094,19.1,74.3,1.951,-0.011
584.194,17.4,73.7,1.876,-0.009
584.294,15.6,72.9,1.792,-0.008
584.393,13.7,72.2,1.702,-0.006
584.493,11.8,71.5,1.607,-0.005
584.593,9.9,70.7,1.501,-0.005
584.693,7.9,69.9,1.39,-0.003
584.792,5.9,69.2,1.269,-0.003
584.892,3.8,68.4,1.139,0
584.992,1.7,67.6,0.998,0
585.091,-0.4,66.9,0.855,0.003
